"B","Name","Score","Dup","Pad","Ph","Https","Path"
"283","Euphoria.md","36","0","0","12","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次283\Euphoria.md"
"285","Muv-Luv (Extra & Unlimited).md","36","6","0","8","2","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次285\Muv-Luv (Extra & Unlimited).md"
"283","拔作岛1.md","36","0","0","12","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次283\拔作岛1.md"
"284","传颂之物－ 虚伪的假面.md","36","6","0","8","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次284\传颂之物－ 虚伪的假面.md"
"242","淫妖虫母巢觉醒-女皇诞生.md","36","18","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次242\淫妖虫母巢觉醒-女皇诞生.md"
"217","假面骑士铠武.md","36","18","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次217\假面骑士铠武.md"
"253","姫骑士莉莉亚-完全堕落.md","36","18","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次253\姫骑士莉莉亚-完全堕落.md"
"216","假面骑士Kiva.md","36","18","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次216\假面骑士Kiva.md"
"288","Fortune Arterial.md","36","18","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次288\Fortune Arterial.md"
"282","梦见之药.md","36","0","0","12","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次282\梦见之药.md"
"235","対魔忍深渊侵蚀-东京陷落.md","36","18","0","0","6","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次235\対魔忍深渊侵蚀-东京陷落.md"
"234","対魔忍深渊侵蚀-姐妹共堕.md","36","18","0","0","5","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次234\対魔忍深渊侵蚀-姐妹共堕.md"
"228","闪乱神乐-妖魔复苏.md","34","17","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次228\闪乱神乐-妖魔复苏.md"
"235","対魔忍深渊侵蚀-学园沦陷.md","34","17","0","0","6","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次235\対魔忍深渊侵蚀-学园沦陷.md"
"217","回复术士的重启人生.md","34","17","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次217\回复术士的重启人生.md"
"259","黑暗圣经新约-新篇开启.md","34","14","0","2","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次259\黑暗圣经新约-新篇开启.md"
"249","GTA 3.md","34","17","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次249\GTA 3.md"
"217","假面骑士Wizard.md","34","17","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次217\假面骑士Wizard.md"
"282","人狼村之谜 (Raging Loop).md","33","0","0","11","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次282\人狼村之谜 (Raging Loop).md"
"280","车轮之国，向日葵的少女.md","33","0","0","11","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次280\车轮之国，向日葵的少女.md"
"284","传颂之物－ 给逝者的摇篮曲.md","33","6","0","7","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次284\传颂之物－ 给逝者的摇篮曲.md"
"285","To Heart 2.md","33","6","0","7","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次285\To Heart 2.md"
"282","监禁.md","33","0","0","11","2","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次282\监禁.md"
"273","One ~辉之季节~.md","33","15","0","1","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次273\One ~辉之季节~.md"
"240","闪乱神乐-阴阳师决战.md","32","16","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次240\闪乱神乐-阴阳师决战.md"
"234","対魔忍深渊侵蚀-三代祭品.md","32","16","0","0","5","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次234\対魔忍深渊侵蚀-三代祭品.md"
"211","假面骑士 真.md","32","16","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次211\假面骑士 真.md"
"273","水仙 (Narcissu).md","32","16","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次273\水仙 (Narcissu).md"
"217","假面骑士Fourze.md","32","16","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次217\假面骑士Fourze.md"
"253","姫骑士莉莉亚-王族血统.md","32","16","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次253\姫骑士莉莉亚-王族血统.md"
"284","白色相簿2－ Closing Chapter (终章－Coda).md","31","5","0","7","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次284\白色相簿2－ Closing Chapter (终章－Coda).md"
"241","Muv-Luv-Alternative计划.md","31","14","0","1","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次241\Muv-Luv-Alternative计划.md"
"284","灰色的乐园.md","30","6","0","6","2","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次284\灰色的乐园.md"
"235","対魔忍深渊侵蚀-布拉克融合.md","30","12","0","2","6","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次235\対魔忍深渊侵蚀-布拉克融合.md"
"235","対魔忍深渊侵蚀-反抗军.md","30","15","0","0","6","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次235\対魔忍深渊侵蚀-反抗军.md"
"242","民俗-封神遗冢.md","30","15","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次242\民俗-封神遗冢.md"
"282","Dark Blue.md","27","0","0","9","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次282\Dark Blue.md"
"259","催眠性指導2-泳装陷落.md","27","9","0","3","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次259\催眠性指導2-泳装陷落.md"
"272","Summer Pockets.md","26","13","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次272\Summer Pockets.md"
"273","ATRI -My Dear Moments-.md","26","13","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次273\ATRI -My Dear Moments-.md"
"260","催眠性指導4-人妻崩坏.md","24","9","0","2","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次260\催眠性指導4-人妻崩坏.md"
"260","催眠性指導3-家庭教师.md","24","9","0","2","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次260\催眠性指導3-家庭教师.md"
"260","催眠性指導4-终极宴会.md","24","9","0","2","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次260\催眠性指導4-终极宴会.md"
"260","催眠性指導3-姐妹堕落.md","24","9","0","2","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次260\催眠性指導3-姐妹堕落.md"
"272","星之梦 (Planetarian).md","22","11","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次272\星之梦 (Planetarian).md"
"259","性爱成瘾-眼镜淫乱.md","22","8","0","2","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次259\性爱成瘾-眼镜淫乱.md"
"284","白色相簿2－ Introductory Chapter (序章).md","22","5","0","4","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次284\白色相簿2－ Introductory Chapter (序章).md"
"248","史上最强弟子兼一：暗之最终战.md","21","0","0","7","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次248\史上最强弟子兼一：暗之最终战.md"
"265","奴隶区-完全服从.md","21","4","2","1","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次265\奴隶区-完全服从.md"
"259","催眠性指導2-新任女教.md","20","7","0","2","5","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次259\催眠性指導2-新任女教.md"
"205","对魔忍RPGX.md","18","0","0","6","6","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次205\对魔忍RPGX.md"
"231","轩辕剑外传：枫之舞.md","16","8","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次231\轩辕剑外传：枫之舞.md"
"243","假面骑士（总览）.md","15","0","0","5","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次243\假面骑士（总览）.md"
"248","极道帝兵（遮天概念向）.md","15","0","0","5","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次248\极道帝兵（遮天概念向）.md"
"231","轩辕剑.md","14","7","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次231\轩辕剑.md"
"272","Summer Pockets REFLECTION BLUE.md","14","7","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次272\Summer Pockets REFLECTION BLUE.md"
"228","Muv-Luv-原初巢穴突入.md","12","6","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次228\Muv-Luv-原初巢穴突入.md"
"216","尘白禁区.md","12","6","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次216\尘白禁区.md"
"208","最高指挥官（Supreme Commander）.md","12","6","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次208\最高指挥官（Supreme Commander）.md"
"208","最高指挥官－Supreme Commander－.md","12","6","0","0","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次208\最高指挥官－Supreme Commander－.md"
"214","假面骑士555.md","12","0","0","4","6","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次214\假面骑士555.md"
"216","绝区零（ZZZ）.md","12","0","0","4","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次216\绝区零（ZZZ）.md"
"239","魔界骑士深渊大门-英格丽德深渊化.md","12","0","0","4","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次239\魔界骑士深渊大门-英格丽德深渊化.md"
"239","黑兽魔王觉醒-沃尔特进化.md","12","0","0","4","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次239\黑兽魔王觉醒-沃尔特进化.md"
"288","大图书馆的牧羊人.md","12","6","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次288\大图书馆的牧羊人.md"
"239","魔界骑士深渊大门-大门开启.md","12","0","0","4","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次239\魔界骑士深渊大门-大门开启.md"
"248","龙符（梦入神机）.md","12","0","0","4","3","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次248\龙符（梦入神机）.md"
"231","轩辕剑叁：云和山的彼端.md","10","5","0","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次231\轩辕剑叁：云和山的彼端.md"
"287","名流得主 (Noble Works).md","8","0","1","1","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次287\名流得主 (Noble Works).md"
"287","Parquet.md","8","0","1","1","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次287\Parquet.md"
"287","天使嚣嚣 (Tenshi Souzou Re-Boot!).md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次287\天使嚣嚣 (Tenshi Souzou Re-Boot!).md"
"286","初音岛III (D.C. III).md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次286\初音岛III (D.C. III).md"
"286","SHUFFLE!.md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次286\SHUFFLE!.md"
"286","初音岛II (D.C. II).md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次286\初音岛II (D.C. II).md"
"286","魔女的夜宴 (Sanoba Witch).md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次286\魔女的夜宴 (Sanoba Witch).md"
"287","DRACU-RIOT!.md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次287\DRACU-RIOT!.md"
"286","千恋＊万花.md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次286\千恋＊万花.md"
"287","RIDDLE JOKER.md","5","0","1","0","4","C:\Users\Administrator\Desktop\前端卡\files\世界详情工坊\产出\批次287\RIDDLE JOKER.md"
